auditid;HoldHeatSetpoint;HoldCoolSetpoint;NonProgrammableHeatSetpoint;NonProgrammableCoolSetpoint;SystemSwitchSetting;FanMode;ScheduleOnOff;HoldMode;ContinuousBacklight;Degrees;TempOffset;HumidityOffset;LocalHumidityDisplayEnabled;OutdoorTempDisplayEnabled;LocalTimeDisplayEnabled;HeatCycleRate;CoolCycleRate;AuxCycleRate;FastSecondStageHeat;FastSecondStageCool;FastSecondStageAux;ComfortRecovery;Id;Updated
1106;255;255;62;74;heat;on;1;0;1;F;0;0;1;0;1;0;1;1;1;1;1;1;1106;2014-11-29 07:00:05
2693;255;255;65;70;off;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-04 22:27:55
2764;255;255;68;78;heat;on;1;0;0;F;0;0;1;0;1;0;0;1;1;1;1;0;2764;2014-12-03 23:34:35
5862;255;255;68;71;auto cool;auto;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-12-03 15:09:50
6983;255;255;62;82;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-14 01:07:49
13265;255;255;73;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-12-05 11:24:43
15320;255;255;70;85;heat;on;1;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;15320;2014-11-26 06:19:01
16188;255;255;69;61;heat;on;1;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;16188;2014-12-03 18:26:05
16390;255;255;61;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-05 10:19:15
17547;255;255;68;65;heat;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;17547;2014-11-09 17:24:32
3694186;62;74;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-04 23:17:36
3694729;255;255;64;72;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-04 21:21:35
3694734;255;255;64;72;heat;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 06:32:16
3695364;255;255;68;72;heat;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 06:32:29
3695553;255;255;68;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 07:14:24
3695615;255;255;67;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 07:22:16
3695736;255;255;66;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 07:25:24
3695902;255;255;67;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 07:30:10
3696192;255;255;66;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 07:39:52
3696409;255;255;73;74;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-04 07:33:49
3701908;255;255;64;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 07:55:17
3702584;255;255;62;83;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-04 23:15:42
3702989;255;255;65;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 16:12:38
3703584;255;255;74;78;cool;on;0;0;0;F;0;0;0;0;1;1;0;1;1;1;1;0;2764;2014-10-04 23:39:44
3704011;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-05 06:00:05
3705351;255;255;74;74;cool;on;0;0;0;F;0;0;0;0;1;1;0;1;1;1;1;0;2764;2014-10-05 18:32:29
3706217;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-05 18:57:56
3707545;255;255;62;78;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-05 17:02:41
3708820;72;73;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-05 08:49:24
3710969;67;78;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-06 04:55:13
3714176;255;255;73;74;heat;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-06 06:55:06
3716165;255;255;67;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-05 17:37:34
3717254;67;83;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-06 10:00:02
3718650;67;75;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-06 14:20:53
3721172;255;255;62;82;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-06 01:33:09
3723434;255;255;74;78;cool;on;0;0;0;F;0;0;0;0;1;1;0;1;1;1;1;0;2764;2014-10-05 23:26:17
3724596;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-05 23:59:26
3726701;70;85;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-06 20:57:48
3726710;62;86;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-06 22:29:37
3727354;255;255;74;74;cool;on;0;0;0;F;0;0;0;0;1;1;0;1;1;1;1;0;2764;2014-10-06 20:00:32
3727365;255;255;74;73;cool;on;0;0;0;F;0;0;0;0;1;1;0;1;1;1;1;0;2764;2014-10-06 23:07:02
3728556;255;255;62;80;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-06 18:08:16
3730231;62;78;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-06 22:29:55
3735829;255;255;73;74;heat;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-06 16:00:01
3736476;255;255;66;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-06 12:53:02
3736659;255;255;62;82;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-07 01:02:17
3736660;255;255;62;84;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-07 14:43:12
3744209;255;255;62;82;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-07 14:43:16
3747274;255;255;62;79;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-07 21:12:46
3754928;255;255;73;74;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-07 13:26:14
3757187;66;71;73;74;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-08 13:09:00
3759726;255;255;74;78;cool;on;0;0;0;F;0;0;0;0;1;1;0;1;1;1;1;0;2764;2014-10-06 23:07:34
3760664;255;255;73;74;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-08 15:59:59
3760666;66;72;73;74;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-08 18:50:29
3762422;66;71;73;74;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-08 18:50:31
3762430;66;71;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-08 20:13:04
3763774;255;255;74;74;cool;on;0;0;0;F;0;0;0;0;1;1;0;1;1;1;1;0;2764;2014-10-08 18:04:36
3764172;255;255;62;83;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-08 00:11:00
3764441;255;255;74;72;cool;on;0;0;0;F;0;0;0;0;1;1;0;1;1;1;1;0;2764;2014-10-08 21:08:23
3765935;255;255;67;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-07 14:28:16
3771539;255;255;73;74;heat;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-08 20:13:13
3771552;69;83;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 08:30:35
3773102;70;83;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 08:31:04
3774208;255;255;73;74;heat;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 10:29:56
3775791;255;255;73;74;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 12:11:37
3775798;255;255;73;74;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 14:38:30
3776275;66;73;73;74;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 14:39:22
3778444;66;72;73;74;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 15:14:37
3779615;255;255;73;74;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 17:13:56
3781922;66;73;73;74;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 18:20:36
3786359;255;255;62;79;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-08 21:25:41
3788692;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-07 06:02:02
3788697;70;79;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-10 06:39:59
3788920;255;255;73;74;heat;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-09 20:18:03
3790907;68;75;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-10 06:54:46
3796620;255;255;73;74;heat;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-10 08:56:09
3796621;255;255;73;74;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-10 16:08:34
3800541;66;72;73;74;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-10 16:08:51
3800555;66;72;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-10 19:14:55
3801384;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-10 06:40:15
3801486;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-10 20:01:15
3802880;73;73;70;73;auto heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-10 20:06:07
3808014;68;75;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-10 19:15:47
3809815;70;75;73;74;heat;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-11 06:06:47
3813594;255;255;73;74;heat;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-11 08:06:50
3816630;255;255;66;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-11 11:38:07
3816661;255;255;62;82;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-10 00:51:28
3817542;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-10 21:12:39
3819748;62;79;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-11 16:00:10
3821188;255;255;67;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-08 22:53:44
3821194;255;255;68;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-11 19:22:15
3821746;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-11 17:59:50
3821748;70;78;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-11 19:55:37
3823176;70;79;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-11 19:55:47
3823205;70;77;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-11 21:09:19
3823746;255;255;66;72;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-11 14:59:12
3823858;255;255;68;74;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-11 19:22:28
3825645;70;80;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-11 21:10:44
3825658;62;78;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-11 23:02:40
3827210;255;255;62;78;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-11 15:00:56
3829132;62;73;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-11 23:03:24
3830096;255;255;68;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-11 21:44:50
3830328;255;255;68;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-12 07:25:58
3830354;255;255;68;71;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-12 07:39:11
3831745;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-12 06:07:04
3832122;255;255;67;71;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-12 07:40:39
3837847;255;255;67;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-12 09:15:18
3838135;255;255;67;70;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-12 15:28:53
3839366;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-12 08:55:40
3840883;255;255;62;81;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-12 01:00:00
3842638;255;255;70;73;off;auto;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-12 16:50:55
3842768;255;255;70;73;cool;auto;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-12 19:33:35
3845107;70;75;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-12 19:40:09
3845230;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-12 21:33:10
3846006;255;255;67;71;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-12 15:45:52
3846018;255;255;68;71;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-12 22:13:02
3848200;255;255;62;78;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-12 18:05:46
3849921;70;73;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-12 21:40:23
3851921;255;255;69;72;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-11 21:40:07
3856870;255;255;69;72;off;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-13 08:00:59
3860557;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-13 06:00:25
3861360;70;79;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-13 17:19:00
3861946;255;255;62;74;heat;on;1;0;1;F;0;0;1;0;1;0;1;1;1;1;1;1;1106;2014-10-04 07:00:04
3863676;255;255;69;72;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-13 13:51:15
3863759;70;82;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-13 18:00:45
3865267;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-13 20:00:02
3866909;255;255;62;74;cool;on;1;0;1;F;0;0;1;0;1;0;1;1;1;1;1;1;1106;2014-10-13 18:29:50
3867910;255;255;62;82;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-13 01:03:50
3867925;255;255;62;78;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-13 23:26:49
3868907;255;255;62;80;cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;6983;2014-10-13 23:27:26
3875716;255;255;74;78;cool;on;0;0;0;F;0;0;0;0;1;1;0;1;1;1;1;0;2764;2014-10-08 21:39:26
3899934;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-13 21:09:19
3904844;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-15 21:27:10
3915967;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-16 06:22:53
3922673;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-16 19:38:41
3931870;255;255;67;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-12 22:13:31
3931926;255;255;66;70;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-17 17:18:55
3932011;255;255;66;69;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-17 17:22:55
3933243;255;255;65;69;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-17 17:26:40
3934946;255;255;65;70;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-17 18:35:10
3937176;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-17 06:21:11
3941619;255;255;69;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-13 19:56:59
3941681;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-17 22:16:12
3953743;255;255;65;72;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-17 20:15:54
3953747;255;255;65;70;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-18 19:42:08
3953764;255;255;65;71;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-18 19:42:11
3961439;255;255;68;71;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-18 19:43:11
3961473;255;255;69;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-19 06:40:10
3961500;255;255;62;74;heat;on;1;0;1;F;0;0;1;0;1;0;1;1;1;1;1;1;1106;2014-10-13 22:25:45
3962319;255;255;70;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-19 06:42:12
3962399;255;255;69;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-19 07:32:54
3962800;255;255;67;71;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-19 07:37:04
3963702;67;74;62;74;heat;on;1;1;1;F;0;0;1;0;1;0;1;1;1;1;1;1;1106;2014-10-19 06:43:58
3965289;255;255;67;71;auto cool;auto;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-19 07:57:57
3976203;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-18 07:33:45
3981917;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-19 21:20:26
3983664;255;255;67;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-19 09:58:56
3986172;255;255;70;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-18 07:30:18
3990200;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-20 06:47:54
3999206;255;255;70;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-20 15:05:19
4008492;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-20 18:15:52
4012966;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-21 18:11:30
4018044;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-21 21:47:09
4023424;255;255;64;85;heat;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;15320;2014-10-22 12:29:35
4023457;255;255;64;85;heat;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;15320;2014-10-22 12:31:56
4032067;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-22 06:24:10
4035114;255;255;68;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-20 08:26:41
4039736;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-22 20:31:56
4045289;255;255;70;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-21 06:53:40
4052894;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-23 06:50:58
4059358;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-23 20:10:03
4060895;255;255;70;72;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-23 12:45:21
4062410;255;255;70;72;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-24 12:38:51
4066447;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-24 11:18:49
4068873;255;255;70;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-24 15:23:13
4069125;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-24 23:01:57
4074558;255;255;65;85;heat;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;15320;2014-10-22 12:33:55
4074591;255;255;70;85;heat;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;15320;2014-10-25 15:13:37
4076420;255;255;67;73;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-22 22:43:47
4079638;255;255;70;85;heat;auto;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;15320;2014-10-25 15:16:00
4079664;255;255;70;85;heat;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;15320;2014-10-25 19:41:34
4084514;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-25 11:12:46
4087457;255;255;66;71;auto cool;on;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-10-25 16:51:25
4094499;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-25 23:55:04
4097073;62;74;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-26 16:53:37
4098315;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-26 18:55:00
4100814;70;75;70;73;cool;on;1;1;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-26 19:50:44
4104773;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-26 21:50:05
4108377;255;255;70;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-25 11:12:25
4111021;255;255;70;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-27 09:37:57
4114422;255;255;70;73;off;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-27 06:14:16
4115148;255;255;70;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-10-27 13:59:28
4125200;255;255;70;73;cool;on;1;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-10-27 18:06:06
